Date,Open,High,Low,Close,Adj Close,Volume
2022-04-28,285.190002,290.980011,276.220001,289.980011,287.162872,165449500
2022-05-05,285.540009,286.350006,259.299988,260.549988,258.018738,217079000
2022-05-12,257.690002,268.329987,250.020004,254.080002,251.611618,178694600
2022-05-19,253.899994,264.579987,246.440002,262.519989,260.575073,162658800
2022-05-26,262.269989,277.690002,261.429993,272.420013,270.401764,115032800
2022-06-02,264.450012,274.649994,261.600006,270.410004,268.406677,134700500
2022-06-09,267.779999,272.709991,241.509995,251.759995,249.894836,165761500
2022-06-16,245.979996,257.170013,243.020004,253.130005,251.254684,132122200
2022-06-23,255.570007,268.299988,253.630005,260.260010,258.331848,131765000
2022-06-30,257.049988,267.989990,252.899994,266.209991,264.237762,101334000
2022-07-07,265.119995,269.059998,248.110001,252.720001,250.847717,125339800
2022-07-14,250.570007,264.869995,245.940002,262.269989,260.326965,123652800
2022-07-21,259.790009,270.049988,249.570007,268.739990,266.749023,150684000
2022-07-28,269.750000,283.500000,267.869995,282.470001,280.377289,133424800
2022-08-04,281.799988,289.809998,277.609985,289.160004,287.017731,101705500
2022-08-11,290.850006,294.179993,286.510010,291.320007,289.161743,97127600
2022-08-18,290.190002,291.910004,275.109985,275.790009,274.327850,98481700
2022-08-25,277.329987,280.339996,260.660004,261.470001,260.083771,112030100
2022-09-01,258.869995,264.739990,251.940002,258.089996,256.721680,91573700
2022-09-08,257.510010,267.450012,249.860001,252.220001,250.882813,118418600
2022-09-15,249.770004,251.399994,238.899994,238.949997,237.683167,153435500
2022-09-22,237.869995,243.860001,234.500000,241.070007,239.791946,148979800
2022-09-29,238.889999,250.580002,232.729996,249.199997,247.878815,147294900
2022-10-06,247.929993,250.339996,223.960007,225.750000,224.553146,140131000
2022-10-13,219.850006,243.929993,219.130005,236.479996,235.226257,147208000
2022-10-20,235.770004,251.039993,230.059998,231.320007,230.093628,190340600
2022-10-27,231.039993,236.600006,220.039993,220.100006,218.933105,178428900
2022-11-03,220.089996,231.649994,213.429993,224.509995,223.319717,162966400
2022-11-10,235.429993,247.990005,235.000000,241.729996,240.448425,167494900
2022-11-17,237.779999,248.279999,237.630005,247.580002,246.961441,116305900
2022-11-24,247.309998,255.330002,238.210007,255.139999,254.502548,99529500
2022-12-01,253.869995,256.119995,242.210007,244.369995,243.759445,113950500
2022-12-08,244.839996,263.920013,243.059998,257.220001,256.577362,151494400
2022-12-15,253.720001,254.199997,238.419998,244.429993,243.819290,200200200
2022-12-22,241.259995,241.990005,233.869995,234.529999,233.944031,84004400
2022-12-29,235.649994,241.919998,235.649994,239.820007,239.220825,41709200
